,,2252,10640,57447,10527,4771,4015,738,5501,58517,1875,8424,7329,2710,8519,1593,1296,7804,23373,64388,122616,2181,5311,5351,57498,4886,256987,23262,160518,51279,962,26012,890,2775,22807,3251,6720,55335,6782,55209,131601,2159,30000,2054,51030,1387,27158,55220,22941,8666,54955,27097,83743,29893,11132,9774,7262,29914,11279,2280,11129,3119,4928,10014,5810,56985,3420,599,11176,375056,1326,55622,54971,79890,6834,9927,23450,28960,80067,4330,1288,26191,54442,51083,55892,10882,6590,5833,7450,79596,79742,8089,4782,199,1734,54807,10721,5178,896,1649,832
,,4173,55033,64215,1562,10201,55660,6888,6529,64682,10640,1272,25875,10423,9352,1678,114088,55270,7512,196441,26065,8452,3329,6447,3895,4700,9246,3692,89853,246243,8556,51024,5885,84975,6015,10817,8707,54531,79098,8692,5337,162427,2263,7223,2123,80723,22862,5860,286,23788,79053,9545,10211,79174,55187,3049,4204,860,64764,56660,10425,51700,9535,9833,6047,5433,4285,80267,29125,51755,5816,79831,57161,54987,8337,11045,6276,25874,6538,9776,55505,79048,80150,55785,7462,6363,23213,51233,51287,23051,3455,5277,63929,23288,8079,5724,10142,2012,3659,30008,58986
,,993,10663,218,79962,89797,23657,4128,1869,23654,6141,6584,22908,4118,55833,5603,3603,79152,80228,79932,26525,115708,56946,9540,6445,3575,8379,6497,8761,1655,2987,50809,4688,375248,3329,54973,55617,54726,925,6608,10632,85453,6640,3663,55509,23303,3459,9191,2752,115708,60682,55636,55652,55227,79837,5524,23186,55810,2172,1006,10113,51733,80210,4839,1944,6895,9704,6646,55125,115201,6749,987,26119,3421,25790,80218,9499,56647,629,1999,4931,571,10205,9442,11119,1513,4318,2671,6540,9597,27077,10116,6888,4335,79980,8554,4904,93594,8704,9881,11193
,,54826,8398,6866,8498,10244,5144,6879,23410,10616,22836,27065,2745,23053,1675,10360,29121,55061,644096,29125,79056,26059,29966,4818,6363,5051,23358,10147,4803,4193,27065,8721,91807,50,54927,6545,51176,10320,6883,7216,3201,89845,9918,27316,4068,11124,65018,6793,1398,280658,64834,64778,9477,29121,4636,54851,7286,58155,9147,11346,29969,1384,9945,2053,55183,4714,2060,2785,6628,8704,3208,51282,50865,27075,5913,7702,7073,25888,7691,604,9331,391,5871,79137,64772,51001,56980,3609,9898,79962,51078,23307,9317,6748,376267,7706,10780,9050,3695,758,65989
,,65263,10401,10048,868,55038,7799,58986,23351,5129,5578,50862,171546,1615,54868,80176,5155,4804,5165,3678,2051,23457,55706,397,9509,24148,1101,5583,10922,4919,28969,10992,10645,4047,11066,1994,3488,185,9784,9585,7043,51283,28954,10444,9849,1562,2027,362,55223,8349,1020,100287932,2,55973,4008,10101,1537,51167,2870,55622,229,6262,9276,57109,4088,3993,9446,2948,54901,79973,22879,4804,55705,84561,8131,51265,27236,3312,1384,1672,9235,158471,1740,379,10148,54828,3937,54741,26354,23321,10153,80345,59341,11188,3619,56951,2921,23291,23357,1742,29997
,,414,55367,8893,55295,2948,6102,81578,56994,7486,9914,80176,8780,10347,1384,23162,9319,8536,6674,53346,8322,6671,57720,7923,10857,1950,2900,5916,5230,54869,7775,79890,23347,585,57821,7702,2562,55722,54929,822,25915,79673,987,50717,151050,3914,9143,6813,2202,6093,81602,2948,6309,3977,10250,5701,6258,3049,55110,51046,1951,23587,22828,7162,2077,1191,4897,4288,63935,259217,5520,23438,3422,4973,10730,51501,79871,9949,5036,2662,55156,55733,5609,54207,259266,8091,43849,23299,5724,9580,6189,7474,51573,80317,4745,586,23504,1949,5782,23086,79056
,,5362,4659,10625,23547,7320,5476,57149,60312,25862,57144,5190,1519,5371,6790,387893,4337,29105,5592,51031,55295,55105,91949,6812,638,4683,5577,8815,9547,54955,10009,54505,8396,79647,6119,2246,8187,8704,54453,79184,4942,4675,23040,55282,91373,51593,9348,23708,11240,79912,2247,5932,6094,2197,55872,23660,9779,11174,10565,1506,6790,4800,10902,23553,54758,488,79023,6257,23554,2321,3707,6272,2264,9403,54540,80306,3014,7096,3689,79441,51450,91355,3347,10476,388677,23534,6095,25961,646282,23522,7407,56255,4653,1434,80045,2355,55157,54741,8754,11025,10220
,,55218,10363,2934,4236,55084,10899,10288,23092,79750,79887,10434,5865,51207,387751,10782,64377,23077,55500,6367,23585,57405,55299,6895,7003,27351,2592,23066,131578,10827,26049,54332,57018,6388,144404,2872,1521,5532,3003,650,26872,10752,619505,9094,54480,30817,168544,523,26502,64919,11060,55909,23558,5787,23586,26013,23366,51761,51128,654817,92249,10092,5437,80183,64129,57610,10585,118,116986,3763,79603,7323,79750,7226,55784,57109,51719,10109,10168,60313,10017,51386,1949,57161,4070,7417,8516,1454,55092,23788,57037,7405,57821,4504,537,56890,3069,92482,10059,79762,56006
,,11226,51560,29062,8029,3431,91807,1476,3653,23556,7520,3679,64863,23268,9909,10001,26119,7443,5715,79738,2760,8805,51611,23382,5682,26472,79963,92822,1381,1312,60436,2542,2303,10478,28966,2940,757,54826,4974,10556,7284,5325,4300,713,50865,64065,7133,26100,3434,11230,26064,8446,163486,815,2078,6891,10367,26499,9631,54799,391,8853,54704,55616,9342,1477,8653,5696,79921,57140,6284,6451,10279,7041,3297,10268,30000,3977,6337,79080,6565,60484,5583,80777,79085,51162,8418,79847,6840,6879,57826,4223,5506,5069,9807,7514,9464,10875,6401,8563,54807
,,7494,51631,3780,6183,146542,7748,387,53822,3556,9646,54,2814,2138,25901,5985,57209,4487,129080,25937,4948,6926,6150,9857,51389,9158,8974,29922,26503,6304,5307,2524,9201,26226,8321,5288,400451,64231,768,22904,6499,5906,7376,25788,79670,23598,2547,3067,11004,3373,9781,377,3836,91355,5887,1742,72,55799,8110,2948,8578,25802,9422,6633,54619,81628,5394,23118,50649,22992,7392,404672,80128,7053,9170,91752,26123,2277,55147,23186,8933,4753,9640,55663,25898,5412,6581,2764,64943,51295,3486,8564,10036,81617,8702,8911,5694,285203,4085,23029,5207
,,51029,6866,5701,51643,6175,5073,7136,1559,27020,2517,7538,6523,5229,54507,2585,10818,54566,92703,27239,9899,80346,51283,26523,5612,26027,113177,5264,9501,51657,51078,3309,92482,11320,2581,29767,10540,64581,3600,219333,26092,9949,1308,9783,3955,1845,5451,27250,4820,7004,9681,64895,517,30820,9849,3752,5600,3559,8402,51073,80351,56922,11314,10190,178,3145,27173,10360,29855,5883,23066,55806,23303,64208,81579,56253,56125,26256,22859,2915,2820,10631,9813,78988,389677,23043,5097,26093,55153,56674,6601,6397,1408,115353,59344,124222,4881,23461,1583,1058,55112
,,6510,7016,730101,2744,7508,26035,8698,3068,79977,5328,57819,8460,79693,6515,55086,1022,5080,79717,80303,26227,79811,79675,51096,8945,358,55209,57821,9719,9709,63899,4659,54915,56130,51337,26063,6097,6809,51002,9989,8100,945,89853,57419,6146,8927,11075,9478,25956,85446,29911,23263,56652,79038,6185,79625,10716,53944,3170,28973,83461,2869,10226,80117,23051,51700,3956,81577,53905,80162,10456,25920,29763,23624,8517,580,10635,2517,8462,2873,4534,8193,8814,23326,55167,81790,10171,9957,26058,3460,23168,4615,6138,56829,1982,81622,7106,9114,672,5328,6128
,,29117,726,57834,55177,915,55245,56271,11066,6640,23081,5172,51604,10003,79139,29777,81847,79686,2329,4318,51078,79442,79956,1020,6448,26098,204,64236,114088,5002,51507,10536,7247,1718,3416,5600,339105,8876,1196,4705,54880,27315,23135,2597,63943,2702,57228,7991,7106,1512,1690,50855,2328,25799,81030,8863,54498,2731,5269,1452,1028,9754,29855,765,4117,27092,26523,7100,115201,730101,51196,2920,3213,7296,23309,290,23531,80209,105,56938,9595,2250,3223,11099,4693,115201,9844,23481,753,7360,54103,7915,3978,80034,8317,29948,4234,4750,3632,85453,11339
,,79886,79228,79841,7448,2806,10447,27165,10529,11057,8736,27163,57665,1854,7098,3183,57403,332,55367,6421,64114,3661,3949,56993,5164,54951,23480,22821,9625,55816,3416,318,64780,10653,10926,375248,3356,51617,596,7559,5520,8087,23325,5141,2675,10025,79755,23048,10513,6285,8493,6009,6342,55184,8665,467,5603,1028,5600,24137,5743,939,55722,56172,5710,22883,25974,57763,79568,23237,6470,5890,3212,6165,1024,5728,291,80129,79776,977,4242,9878,203069,3190,4948,5108,10666,79751,3601,23149,9270,25972,84934,912,1889,10944,1854,4248,23014,94,30849
,,6401,5188,254102,57758,54210,8395,55784,2543,9736,8125,4043,81858,5588,2678,55733,9576,65979,2764,56895,598,5859,2009,79823,51309,2801,8530,10398,2767,201562,80774,6657,80207,5740,1793,3746,10484,27350,2555,6239,55212,10641,56848,64780,10818,2261,22925,199,22849,51619,10627,800,10328,23167,92482,84859,86,1009,7625,8515,2132,54795,10955,27158,4952,55859,6097,51450,22808,23059,4814,6782,23025,29909,3075,5160,8541,5453,79090,57048,27163,347733,11186,64779,55229,8607,5157,6833,2900,55094,54517,51454,358,9692,7328,79169,5122,65258,2262,10782,8825
,,9969,60491,3902,56548,26532,1984,4000,11214,51195,6923,374291,79777,79840,3575,26469,10331,80254,27349,3120,27125,79735,123872,5920,1983,83444,3240,79818,8317,8848,7025,27095,11254,2822,314,6426,9654,84720,3672,23463,23764,10073,65009,5889,1400,54807,57110,54808,1152,89853,1979,7405,3385,25849,648,26289,4236,664,5468,55206,1819,6886,5432,57003,29953,1737,23191,23051,3385,5549,54839,2013,9618,1729,5288,9847,51773,421,5364,55756,56675,11098,25865,8874,23112,2521,11199,9931,55669,11116,5066,6617,79723,2531,57187,10534,3881,79930,5714,27440,64083
,,10656,80231,9215,55585,57380,8934,94239,9276,64864,924,54939,59348,51499,675,1656,6614,79712,4323,23135,8566,1809,23218,9913,3952,79980,3895,7388,9332,9231,3394,8943,988,114548,7079,51154,65986,9402,79664,9943,92856,55893,8170,8451,4318,5170,27347,10402,23144,6492,5706,3777,167227,79872,26035,54584,9283,23042,55624,773,10381,914,9858,2785,2870,57665,10591,6390,83468,1796,2556,64927,11079,100272228,51594,51603,8460,7596,8736,3202,7443,79570,339479,8839,54797,57053,654434,7136,115817,22999,79847,54148,10215,64895,116987,6518,5725,1805,5789,4008,6249
,,220972,2542,699,55245,83460,1535,3097,91807,28996,64772,56475,10188,5050,4314,9140,9518,4323,55702,3120,56112,283,168544,1277,329,5711,56987,54883,10618,54951,23246,6578,64901,23211,3560,216,3570,8407,8566,23024,11212,51729,79068,1181,79973,51755,2900,64112,8737,8644,28971,7799,1164,80025,64210,4015,3356,23166,23252,41,1032,4642,10166,10220,1848,3750,22899,26240,54854,79080,51226,56965,80772,55035,10641,55631,2948,28957,55106,5378,126070,81875,23037,55755,55832,219,26030,23508,7181,51393,57403,7699,8636,7398,79161,113791,2774,26121,3635,79977,5737
,,138151,6723,3749,60528,6668,9403,59336,29775,4081,10767,79685,55013,57763,27348,463,79369,9373,5919,51128,2938,2250,1736,5283,5168,23409,55819,11069,51762,23787,22994,10205,6906,90141,752,23131,916,57212,57091,196740,285830,6303,25786,8078,23211,9187,2176,27304,7580,79723,7108,10112,26289,22797,5244,7280,410,375057,80055,22797,3329,9761,55661,5833,1535,25842,3553,10174,8452,5433,5194,1120,51364,6947,9162,388650,55614,3897,25945,2584,1164,991,5798,7188,51361,4643,4594,8382,79035,54951,3017,64374,80380,8875,57109,9693,10903,5439,911,23438,28998
,,64859,64405,7748,3267,54682,7071,23229,23041,27293,51186,27156,23169,9842,3035,6443,4595,10464,140710,5239,55508,50805,51433,29104,25891,3849,22941,64838,22866,4094,9139,51806,10016,546,22798,6861,302,23250,9342,5469,5335,283683,118987,960,6418,4795,5236,402055,81493,51090,2258,2983,8741,10489,890,10771,29093,5274,10600,5216,8667,9737,26284,22916,4061,80145,9043,6665,3693,10663,54930,80128,6929,57758,138151,29992,3339,51025,10078,1244,8815,22876,79686,64897,5335,6872,10628,79785,54584,114818,56124,6480,10049,84187,8547,7067,56882,10557,7272,9278,10574
,,5571,58478,7763,5330,11070,4139,81551,54715,4258,239,29995,9746,3119,2976,7317,3607,3702,51575,8498,80862,3688,5165,124222,54799,60560,810,10456,9275,867,25975,7690,3801,23379,10728,84804,27293,51074,8607,1267,1889,55069,4835,4277,8516,7155,1104,1855,4301,92703,9375,55055,23209,79175,5903,6786,7018,7707,10736,6403,962,2907,6175,24139,9047,65985,4261,5305,51142,29914,5652,9946,8404,23530,2744,6002,51005,7177,11247,7450,55898,4130,23327,11273,1186,1938,1299,8031,23339,206358,4713,11189,820,3799,29799,54881,3881,6733,51302,155060,317
,,9924,10215,1364,1846,64784,10693,2618,3490,1728,29988,23660,90806,9180,29903,5829,23139,4811,10666,23112,9783,8269,26589,6886,5479,9907,64866,8863,57089,11064,2971,253943,4781,3112,3479,3093,29935,79075,9972,6404,2335,2339,2322,1054,10721,54880,33,4643,25797,7799,2534,157680,55107,22895,1982,29763,11027,1842,2201,10150,23327,51741,23358,5903,1394,9587,2615,4982,1509,55103,432,5510,10769,57088,5579,5213,4900,23423,8945,64114,991,79784,1209,51135,27107,25834,7979,7008,4084,26287,10043,5708,10656,56915,9185,2134,81857,51691,9939,79366,29761
,,64135,2572,3796,5582,1508,8411,2902,3257,23443,148022,25903,11126,393,100,3631,580,7979,4050,2953,55148,4099,567,475,1870,493,55840,1071,23268,8372,81556,54892,8029,3977,23090,65990,8694,323,84722,1837,29935,9159,7812,4185,23303,7812,10714,1740,862,50717,8045,2207,1608,3347,55974,4703,11104,5144,51460,2710,2517,23515,1294,3741,4582,2819,51569,79269,60436,22794,2354,9836,1735,58533,27068,6891,64838,31,2122,5210,11018,891,6158,23133,25941,2077,57228,6605,3066,10153,27293,55171,5702,4123,9099,5453,5982,23154,56652,587,150094
,,80157,8910,5912,7138,1163,27072,6996,79815,5087,54715,8572,6948,51421,3772,27122,57823,8878,5699,9354,27072,55769,409,8740,9882,2339,64897,25961,4678,23262,22998,91752,3073,10005,51501,5971,116987,10647,10205,23173,5265,55,960,54788,5347,3679,79718,9238,5977,10078,7694,9244,5589,1114,103,83451,64108,673,10322,10083,23478,23304,23451,55253,2331,64793,9200,64718,7113,9415,8760,54928,40,22865,5716,6430,9197,10885,54802,841,10989,5590,65010,6128,6293,677,474344,25920,7058,51073,5961,9742,481,845,4857,55201,8334,26099,2001,54472,5337
,,3181,311,22862,54621,64102,83989,6932,7041,64063,54332,79723,22839,53826,3773,8100,54762,113177,4047,223,9146,3015,10603,84981,1299,83461,3112,2593,4649,84726,10875,90865,1476,411,10018,10681,51116,2049,8444,10199,80306,51313,140883,10617,26005,8462,10780,7818,9654,80153,9545,79086,10971,27243,962,55247,10802,23165,79778,8317,3683,84656,64149,84272,55281,54681,113146,91860,54622,10588,94,26038,8729,55038,5546,10899,1576,1111,8079,7106,10469,64924,78987,5172,2705,2771,10099,317662,54821,107,129080,8667,23324,11160,6240,7584,5025,7227,1677,9610,113178
,,80700,5442,9920,1154,3728,3097,23405,6273,11236,56475,6491,11135,63895,51571,3607,57110,79754,5287,10620,83696,51574,23514,3727,9392,8706,10650,27161,9328,25976,54980,2923,11141,3131,23218,55245,11031,9169,11005,5050,4638,55011,1994,3835,580,4739,10351,55026,1826,10205,55803,27429,8527,79792,6228,6767,993,10039,286148,1634,3099,80705,5101,794,51348,5770,25983,81571,84296,657,79634,11113,54733,7138,51090,5600,11174,51562,10528,23414,8514,11182,8850,6218,10265,51440,2760,28966,51531,56649,5033,79753,6875,2286,54496,5204,150967,10940,2566,27043,10966
,,5831,3572,10351,10165,1209,54205,11094,966,3107,64078,7103,25849,51778,64859,6097,25842,8440,9704,6776,8666,64760,50861,90326,8476,25814,2901,5715,29093,9379,55544,7389,22982,91807,79078,22884,9868,64895,5862,8717,1509,23475,92335,55720,10042,55002,1828,25920,80004,414918,9922,57396,10001,6638,80010,84804,25994,4799,10988,9604,26507,58477,57602,5127,81858,65260,22883,11124,29123,5562,26005,5914,112869,118,54472,1140,8720,60626,3305,7177,3249,57326,6224,3267,57799,4123,54345,22891,79971,9658,1059,4037,53827,6772,183,5976,6322,11119,6713,26548,5955
,,9933,23266,6892,3759,6693,1437,2752,6309,81562,3161,23244,3818,329,26088,2762,64417,10957,51566,79665,6944,892,51714,79912,84301,57645,382,509,64981,4037,10155,5890,26999,23431,6261,60528,9447,11083,57472,5473,9130,9673,5051,55833,2123,5985,22821,1836,10912,6049,9469,3875,51330,6713,1311,57591,25963,51647,8996,25854,8459,8050,22927,50717,23312,1803,3987,51076,23312,11182,9779,10555,2215,2975,23647,3077,64852,1164,8323,7357,10529,10039,10629,8674,6775,55015,4726,9956,6182,79018,54874,11333,11018,6583,908,6282,81853,56005,10309,64781,8739
,,6500,4171,56889,56910,29774,64328,23293,4607,51108,26092,51143,8076,64777,25861,5151,1820,9053,3707,11010,725,8744,55079,79946,8799,7177,4123,613,25844,4689,9761,10733,65244,29882,4335,23385,3725,3995,79836,3321,162427,10038,114932,9779,6421,6835,3437,80006,64784,1013,2295,358,23122,10241,51412,10018,7498,842,11007,7168,55722,9727,3683,23062,23082,10944,7941,157567,80228,54663,8314,9706,5411,2535,1675,51643,98,8455,23314,9665,8562,7879,56994,3752,79640,9690,378,5158,1910,6535,79089,10213,55752,5097,23263,10983,8737,2766,55707,58473,7984
,,3224,8702,57099,9768,2936,399665,1810,116138,56623,10109,26205,63910,2042,5875,397,27071,285203,201254,79804,23378,23650,80155,8604,64130,3071,9530,84223,577,4953,79183,6923,11034,55975,5890,3070,23173,7319,51444,2762,9111,84124,55379,5361,11001,5295,22856,34,79608,3081,11062,10120,5551,8864,8742,55061,1803,10588,29127,10882,51617,10217,79368,93081,2263,6781,2260,1269,619505,23530,4189,84679,115123,25948,2702,2119,7247,80853,54471,81031,1121,975,8195,6006,7728,310,119,23259,57406,4534,26228,826,79823,3560,22823,6617,2954,5514,79888,4154,51668
,,54433,1317,9662,7458,7570,1040,79777,54795,55076,55335,56902,79635,6541,55125,51747,6102,59286,4931,4216,3354,5887,7941,51135,4582,11138,11152,2683,57468,23008,5694,4145,64847,6601,26115,730101,7756,64081,51555,23254,54482,3074,79804,23421,310,26145,10962,3553,23174,5971,92104,930,5763,10513,27434,9051,3955,7299,51714,6304,9462,3952,64772,933,4035,2589,56672,11120,9277,374977,27098,3460,64919,4033,55671,7264,5836,55669,92154,54952,9456,10772,3798,51606,3654,6050,6430,7108,6646,1116,6167,55638,81493,5978,463,1832,8846,28978,23366,10428,124583
,,8635,3983,1738,22918,25855,1277,5451,80031,1519,5831,9016,55326,65982,80264,91746,63898,4815,55709,283,8692,54892,84804,5931,11238,55745,79029,26574,22895,5583,2897,1984,79586,6472,5330,2643,23743,4217,79038,3547,8986,10446,29995,387893,7122,11022,5610,3017,5325,11178,57758,641,56983,79183,23583,1534,6277,890,26015,1778,23421,55573,27285,29078,55227,79074,55798,79139,51654,6230,10755,6416,64786,3912,3460,3417,51083,9493,1983,24142,29767,5662,9129,92154,6431,10869,90362,5930,374354,51312,7855,9836,10797,3683,23090,8539,10899,11052,55717,9200,10342
,,9915,8854,10186,2872,2120,3696,10627,4209,6668,6357,6666,57082,53335,55254,23225,94104,7351,1820,5686,166,917,51733,51202,23111,11284,2563,58986,4799,140890,83442,80323,10524,63035,81853,6809,149986,54346,10989,54793,1749,7005,1968,7177,1871,8318,25790,3872,10683,4034,9913,55510,23404,7326,24149,79629,10293,55339,3386,51075,6405,53405,23090,10106,11123,3161,6996,55751,81566,79677,10129,9960,51090,55125,5918,9891,55105,8688,26115,9882,55623,55028,51133,7915,23216,7552,8611,23524,2532,54834,54957,2330,22883,55166,23418,4070,8639,25842,9816,5601,23061
,,9957,9100,79590,79944,81858,10329,6132,9918,5764,55100,54487,11083,3383,56255,6217,6396,402055,22911,2328,9047,54998,4728,81558,7074,59353,192669,221981,23005,4499,127703,1996,64400,29095,2528,4665,1108,56886,5986,10188,1763,900,9026,56132,131566,4635,55184,11123,79675,10307,27161,6184,5530,100132406,7423,9330,983,23195,10171,157680,142,5362,6210,56180,79830,8906,11344,22873,4635,27230,55715,9360,5201,4145,50615,56271,1295,27069,6385,23174,2893,25844,1476,842,2589,22834,10018,23051,7407,4194,2972,6356,8872,9912,22808,2946,11258,51617,1163,863,10875
,,63875,10294,55187,9847,81579,5028,11235,1051,4253,6320,3275,60681,79070,53829,23154,971,54093,7695,4860,23132,100132341,56339,1009,26507,10948,28962,7093,55109,4242,914,5054,8270,9444,5099,3301,64863,22845,79818,7009,55742,4051,382,54857,51421,8534,6769,678,63926,4358,60561,2180,7936,2079,5527,364,56951,84079,10159,50856,22829,93129,3192,55101,11156,11155,22900,7752,25915,7157,79729,80267,6405,113791,26232,10807,26027,27175,78992,23531,64782,3295,409,7873,8673,9536,10713,79086,6727,10956,1820,23041,27297,51650,6910,3745,55297,23248,5033,1308,1381
,,202181,23601,79095,2571,8636,1778,54209,11197,9158,6935,11022,55303,4708,8187,7056,27012,23107,5027,2746,59342,9705,51762,9328,347733,5450,56259,23211,6687,8895,64764,154661,120227,92154,23232,6827,6695,6835,1855,79663,5530,2241,217,4494,987,28971,50937,2182,53916,22834,8153,10799,10631,57523,27097,79005,10608,8549,868,10865,1435,5598,55526,23329,7980,10980,9440,5073,79413,388969,55016,5984,9320,64981,26001,79912,284119,79568,266655,79705,9810,10413,8394,29086,608,10769,10053,8869,23516,1019,4953,3241,85446,27430,9414,5663,3654,11262,3107,10966,81620
,,217,65992,646,2057,4067,79668,5127,753,3782,22824,23077,4261,3059,25913,3419,7508,5930,6789,8851,55146,51155,5790,6638,7185,51659,57001,10262,55544,23710,514,6549,4212,114034,64714,55299,51035,429,29091,5442,7753,8470,51109,515,1353,64943,1441,8536,5917,8125,11107,51631,23243,6525,5207,25829,51621,4069,26273,3192,5778,7045,7466,29909,1523,60370,22800,5564,3336,51761,5603,4660,26148,80028,22920,384,144699,2822,55149,10691,4973,1848,5494,26128,5728,29109,22980,4061,65250,80764,688,254394,84809,9670,55486,4313,5791,7045,83480,26278,54682
